ID,REPL,TIME,EVID,DV,RIF,INH,EMB,PZA,SM,PAS,EXPR,PH,THRP,LOQ,AGR,NDV,EVIDLQ,NATG,IDEXPR,PLOT
251,2,1,0,10.79,.,.,.,.,.,.,11,7,2,0,0,48678.85374,0,0,30,50
251,2,2,0,8.74,.,.,.,.,.,.,11,7,2,0,0,6223.576373,0,0,30,50
251,2,3,0,6.74,.,.,.,.,.,.,11,7,2,0,0,845.8144421,0,0,30,50
251,2,6,0,0.78,.,.,.,.,.,.,11,7,2,0,0,2.184659541,0,0,30,50
252,2,0,0,13.19,8,0,0.5,0,0,0,11,7,2,0,0,532852.5376,0,0,31,51
252,2,1,0,10.79,.,.,.,.,.,.,11,7,2,0,0,48678.85374,0,0,31,51
252,2,2,0,8.74,.,.,.,.,.,.,11,7,2,0,0,6222.954046,0,0,31,51
252,2,3,0,6.74,.,.,.,.,.,.,11,7,2,0,0,845.7298649,0,0,31,51
252,2,6,0,0.78,.,.,.,.,.,.,11,7,2,0,0,2.184572157,0,0,31,51
253,2,0,0,13.19,8,0,32,0,0,0,11,7,2,0,0,532852.5376,0,0,32,52
253,2,1,0,10.79,.,.,.,.,.,.,11,7,2,0,0,48630.19922,0,0,32,52
253,2,2,0,8.74,.,.,.,.,.,.,11,7,2,0,0,6217.977674,0,0,32,52
253,2,3,0,6.74,.,.,.,.,.,.,11,7,2,0,0,844.7155978,0,0,32,52
253,2,6,0,0.78,.,.,.,.,.,.,11,7,2,0,0,2.179248298,0,0,32,52
286,1,0,0,13.19,0,0,0,0,0,0,13,7,3,0,0,532852.5376,0,1,1,1
286,1,1,0,13.51,.,.,.,.,.,.,13,7,3,0,0,735275.1045,0,1,1,1
286,1,2,0,14.05,.,.,.,.,.,.,13,7,3,0,0,1262999.493,0,1,1,1
286,1,3,0,14.73,.,.,.,.,.,.,13,7,3,0,0,2493006.575,0,1,1,1
286,1,6,0,17.03,.,.,.,.,.,.,13,7,3,0,0,24915483.61,0,1,1,1
400,1,0,2,13.19,0.002,0,0,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
400,1,1,2,12.94,.,.,.,.,.,.,13,7,3,0,0,417901.0663,0,1,1,50
400,1,2,2,12.76,.,.,.,.,.,.,13,7,3,0,0,346625.4219,0,1,1,50
400,1,3,2,12.62,.,.,.,.,.,.,13,7,3,0,0,303155.1501,0,1,1,50
400,1,6,2,12.43,.,.,.,.,.,.,13,7,3,0,0,250947.7427,0,1,1,50
401,1,0,2,13.19,0.125,0,0,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
401,1,1,2,11.68,.,.,.,.,.,.,13,7,3,0,0,117948.1028,0,1,1,50
401,1,2,2,10.28,.,.,.,.,.,.,13,7,3,0,0,29202.21963,0,1,1,50
401,1,3,2,8.98,.,.,.,.,.,.,13,7,3,0,0,7922.008095,0,1,1,50
401,1,6,2,5.35,.,.,.,.,.,.,13,7,3,0,0,210.9666365,0,1,1,50
402,1,0,2,13.19,0,0.01,0,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
402,1,1,2,13.23,.,.,.,.,.,.,13,7,3,0,0,558494.4723,0,1,1,50
402,1,2,2,13.76,.,.,.,.,.,.,13,7,3,0,0,947895.9331,0,1,1,50
402,1,3,2,14.44,.,.,.,.,.,.,13,7,3,0,0,1859838.102,0,1,1,50
402,1,6,2,16.64,.,.,.,.,.,.,13,7,3,0,0,16768287.3,0,1,1,50
403,1,0,2,13.19,0,0.63,0,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
403,1,1,2,7.31,.,.,.,.,.,.,13,7,3,0,0,1502.371292,0,1,1,50
403,1,2,2,5.55,.,.,.,.,.,.,13,7,3,0,0,257.2118334,0,1,1,50
403,1,3,2,4.72,.,.,.,.,.,.,13,7,3,0,0,112.2467979,0,1,1,50
403,1,6,2,4.18,.,.,.,.,.,.,13,7,3,0,0,65.15050142,0,1,1,50
404,1,0,2,13.19,0,0,0.5,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
404,1,1,2,12.69,.,.,.,.,.,.,13,7,3,0,0,324162.4312,0,1,1,50
404,1,2,2,12.93,.,.,.,.,.,.,13,7,3,0,0,414156.831,0,1,1,50
404,1,3,2,13.26,.,.,.,.,.,.,13,7,3,0,0,573779.2388,0,1,1,50
404,1,6,2,14.25,.,.,.,.,.,.,13,7,3,0,0,1538010.106,0,1,1,50
405,1,0,2,13.19,0,0,32,0,0,0,13,7,3,0,0,532852.5376,0,1,1,50
405,1,1,2,10.84,.,.,.,.,.,.,13,7,3,0,0,50919.4372,0,1,1,50
405,1,2,2,9.43,.,.,.,.,.,.,13,7,3,0,0,12394.39955,0,1,1,50
405,1,3,2,8.01,.,.,.,.,.,.,13,7,3,0,0,3010.31499,0,1,1,50
405,1,6,2,3.75,.,.,.,.,.,.,13,7,3,0,0,42.71712954,0,1,1,50
801,1,0,2,13.19,2,10,8,0,0,0,13,7,3,0,0,532852.5376,0,1,1,801
801,1,1,2,6.70,.,.,.,.,.,.,13,7,3,0,0,813.6253483,0,1,1,801
801,1,2,2,3.83,.,.,.,.,.,.,13,7,3,0,0,46.19169408,0,1,1,801
801,1,3,2,1.44,.,.,.,.,.,.,13,7,3,0,0,4.23041459,0,1,1,801
801,1,6,2,-5.08,.,.,.,.,.,.,13,7,3,0,0,0.006232361,0,1,1,801
293,1,0,0,13.19,0.002,0.63,0,0,0,0,13,7,3,0,0,532852.5376,0,0,8,28
293,1,1,0,7.85,.,.,.,.,.,.,13,7,3,0,0,2570.356798,0,0,8,28
293,1,2,0,6.40,.,.,.,.,.,.,13,7,3,0,0,604.4989905,0,0,8,28
293,1,3,0,5.62,.,.,.,.,.,.,13,7,3,0,0,275.3381559,0,0,8,28
293,1,6,0,4.28,.,.,.,.,.,.,13,7,3,0,0,72.19710874,0,0,8,28
294,1,0,0,13.19,0.125,0.63,0,0,0,0,13,7,3,0,0,532852.5376,0,0,9,29
294,1,1,0,8.58,.,.,.,.,.,.,13,7,3,0,0,5339.033911,0,0,9,29
294,1,2,0,6.67,.,.,.,.,.,.,13,7,3,0,0,790.843423,0,0,9,29
294,1,3,0,4.93,.,.,.,.,.,.,13,7,3,0,0,137.8133178,0,0,9,29
294,1,6,0,0.44,.,.,.,.,.,.,13,7,3,0,0,1.555535719,0,0,9,29
295,1,0,0,13.19,0.002,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,10,57
295,1,1,0,7.73,.,.,.,.,.,.,13,7,3,0,0,2286.094084,0,0,10,57
295,1,2,0,6.23,.,.,.,.,.,.,13,7,3,0,0,508.466839,0,0,10,57
295,1,3,0,5.46,.,.,.,.,.,.,13,7,3,0,0,234.0652681,0,0,10,57
295,1,6,0,4.27,.,.,.,.,.,.,13,7,3,0,0,71.64332581,0,0,10,57
296,1,0,0,13.19,0.125,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,11,58
296,1,1,0,7.93,.,.,.,.,.,.,13,7,3,0,0,2791.683227,0,0,11,58
296,1,2,0,6.04,.,.,.,.,.,.,13,7,3,0,0,420.397209,0,0,11,58
296,1,3,0,4.51,.,.,.,.,.,.,13,7,3,0,0,90.68572883,0,0,11,58
296,1,6,0,0.67,.,.,.,.,.,.,13,7,3,0,0,1.946883716,0,0,11,58
297,1,0,0,13.19,0.002,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,12,59
297,1,1,0,7.78,.,.,.,.,.,.,13,7,3,0,0,2391.557246,0,0,12,59
297,1,2,0,6.19,.,.,.,.,.,.,13,7,3,0,0,487.8461062,0,0,12,59
297,1,3,0,5.38,.,.,.,.,.,.,13,7,3,0,0,215.9398723,0,0,12,59
297,1,6,0,4.14,.,.,.,.,.,.,13,7,3,0,0,62.5333491,0,0,12,59
298,1,0,0,13.19,0.125,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,13,60
298,1,1,0,7.94,.,.,.,.,.,.,13,7,3,0,0,2793.917467,0,0,13,60
298,1,2,0,6.04,.,.,.,.,.,.,13,7,3,0,0,420.69159,0,0,13,60
298,1,3,0,4.51,.,.,.,.,.,.,13,7,3,0,0,90.72201038,0,0,13,60
298,1,6,0,0.67,.,.,.,.,.,.,13,7,3,0,0,1.945404647,0,0,13,60
299,1,0,0,13.19,0,0.01,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,14,36
299,1,1,0,12.71,.,.,.,.,.,.,13,7,3,0,0,330380.401,0,0,14,36
299,1,2,0,12.89,.,.,.,.,.,.,13,7,3,0,0,395141.8131,0,0,14,36
299,1,3,0,13.18,.,.,.,.,.,.,13,7,3,0,0,528078.3807,0,0,14,36
299,1,6,0,14.11,.,.,.,.,.,.,13,7,3,0,0,1337081.752,0,0,14,36
300,1,0,0,13.19,0,0.01,32,0,0,0,13,7,3,0,0,532852.5376,0,0,15,37
300,1,1,0,10.83,.,.,.,.,.,.,13,7,3,0,0,50312.05553,0,0,15,37
300,1,2,0,9.40,.,.,.,.,.,.,13,7,3,0,0,12121.06346,0,0,15,37
300,1,3,0,7.98,.,.,.,.,.,.,13,7,3,0,0,2919.010593,0,0,15,37
300,1,6,0,3.70,.,.,.,.,.,.,13,7,3,0,0,40.63785413,0,0,15,37
301,1,0,0,13.19,0,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,16,39
301,1,1,0,7.74,.,.,.,.,.,.,13,7,3,0,0,2306.531131,0,0,16,39
301,1,2,0,6.39,.,.,.,.,.,.,13,7,3,0,0,594.0716886,0,0,16,39
301,1,3,0,5.93,.,.,.,.,.,.,13,7,3,0,0,376.9452683,0,0,16,39
301,1,6,0,6.05,.,.,.,.,.,.,13,7,3,0,0,425.7277255,0,0,16,39
302,1,0,0,13.19,0,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,17,40
302,1,1,0,7.72,.,.,.,.,.,.,13,7,3,0,0,2253.860945,0,0,17,40
302,1,2,0,5.85,.,.,.,.,.,.,13,7,3,0,0,347.3385664,0,0,17,40
302,1,3,0,4.30,.,.,.,.,.,.,13,7,3,0,0,73.68505521,0,0,17,40
302,1,6,0,1.23,.,.,.,.,.,.,13,7,3,0,0,3.437003444,0,0,17,40
303,1,0,0,13.19,0.002,0,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,18,45
303,1,1,0,12.54,.,.,.,.,.,.,13,7,3,0,0,280127.462,0,0,18,45
303,1,2,0,12.09,.,.,.,.,.,.,13,7,3,0,0,177726.299,0,0,18,45
303,1,3,0,11.71,.,.,.,.,.,.,13,7,3,0,0,122149.3799,0,0,18,45
303,1,6,0,10.69,.,.,.,.,.,.,13,7,3,0,0,44090.51681,0,0,18,45
304,1,0,0,13.19,0.002,0,32,0,0,0,13,7,3,0,0,532852.5376,0,0,19,46
304,1,1,0,11.05,.,.,.,.,.,.,13,7,3,0,0,62692.68167,0,0,19,46
304,1,2,0,8.98,.,.,.,.,.,.,13,7,3,0,0,7964.106199,0,0,19,46
304,1,3,0,6.98,.,.,.,.,.,.,13,7,3,0,0,1080.198392,0,0,19,46
304,1,6,0,3.09,.,.,.,.,.,.,13,7,3,0,0,21.90905452,0,0,19,46
305,1,0,0,13.19,0.125,0,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,20,48
305,1,1,0,11.18,.,.,.,.,.,.,13,7,3,0,0,71754.08028,0,0,20,48
305,1,2,0,9.44,.,.,.,.,.,.,13,7,3,0,0,12632.14456,0,0,20,48
305,1,3,0,7.79,.,.,.,.,.,.,13,7,3,0,0,2405.228047,0,0,20,48
305,1,6,0,3.07,.,.,.,.,.,.,13,7,3,0,0,21.44303749,0,0,20,48
306,1,0,0,13.19,0.125,0,32,0,0,0,13,7,3,0,0,532852.5376,0,0,21,49
306,1,1,0,11.16,.,.,.,.,.,.,13,7,3,0,0,70122.57071,0,0,21,49
306,1,2,0,9.39,.,.,.,.,.,.,13,7,3,0,0,12011.26214,0,0,21,49
306,1,3,0,7.71,.,.,.,.,.,.,13,7,3,0,0,2226.530893,0,0,21,49
306,1,6,0,2.93,.,.,.,.,.,.,13,7,3,0,0,18.78014134,0,0,21,49
307,2,0,0,13.19,0,0,0,0,0,0,13,7,3,0,0,532852.5376,0,1,22,1
307,2,1,0,13.51,.,.,.,.,.,.,13,7,3,0,0,735275.1045,0,1,22,1
307,2,2,0,14.05,.,.,.,.,.,.,13,7,3,0,0,1262999.493,0,1,22,1
307,2,3,0,14.73,.,.,.,.,.,.,13,7,3,0,0,2493006.575,0,1,22,1
307,2,6,0,17.03,.,.,.,.,.,.,13,7,3,0,0,24915483.61,0,1,22,1
308,2,0,0,13.19,0.002,0.01,0,0,0,0,13,7,3,0,0,532852.5376,0,0,23,25
308,2,1,0,12.70,.,.,.,.,.,.,13,7,3,0,0,328732.6219,0,0,23,25
308,2,2,0,12.40,.,.,.,.,.,.,13,7,3,0,0,242801.6175,0,0,23,25
308,2,3,0,12.18,.,.,.,.,.,.,13,7,3,0,0,195242.9579,0,0,23,25
308,2,6,0,11.78,.,.,.,.,.,.,13,7,3,0,0,129962.3406,0,0,23,25
309,2,0,0,13.19,0.125,0.01,0,0,0,0,13,7,3,0,0,532852.5376,0,0,24,26
309,2,1,0,11.41,.,.,.,.,.,.,13,7,3,0,0,90039.16308,0,0,24,26
309,2,2,0,9.68,.,.,.,.,.,.,13,7,3,0,0,16073.06229,0,0,24,26
309,2,3,0,8.00,.,.,.,.,.,.,13,7,3,0,0,2972.920256,0,0,24,26
309,2,6,0,3.26,.,.,.,.,.,.,13,7,3,0,0,25.94295269,0,0,24,26
310,2,0,0,13.19,0.002,0.01,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,25,53
310,2,1,0,12.16,.,.,.,.,.,.,13,7,3,0,0,191760.0251,0,0,25,53
310,2,2,0,11.44,.,.,.,.,.,.,13,7,3,0,0,93246.33185,0,0,25,53
310,2,3,0,10.91,.,.,.,.,.,.,13,7,3,0,0,54720.8453,0,0,25,53
310,2,6,0,9.73,.,.,.,.,.,.,13,7,3,0,0,16791.02842,0,0,25,53
311,2,0,0,13.19,0.125,0.01,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,26,54
311,2,1,0,11.24,.,.,.,.,.,.,13,7,3,0,0,76114.95178,0,0,26,54
311,2,2,0,9.68,.,.,.,.,.,.,13,7,3,0,0,16032.92982,0,0,26,54
311,2,3,0,8.20,.,.,.,.,.,.,13,7,3,0,0,3656.274457,0,0,26,54
311,2,6,0,3.87,.,.,.,.,.,.,13,7,3,0,0,47.78443697,0,0,26,54
312,2,0,0,13.19,0.002,0.01,32,0,0,0,13,7,3,0,0,532852.5376,0,0,27,55
312,2,1,0,11.28,.,.,.,.,.,.,13,7,3,0,0,79221.26189,0,0,27,55
312,2,2,0,9.73,.,.,.,.,.,.,13,7,3,0,0,16792.7076,0,0,27,55
312,2,3,0,8.38,.,.,.,.,.,.,13,7,3,0,0,4346.820773,0,0,27,55
312,2,6,0,4.97,.,.,.,.,.,.,13,7,3,0,0,144.0268874,0,0,27,55
313,2,0,0,13.19,0.125,0.01,32,0,0,0,13,7,3,0,0,532852.5376,0,0,28,56
313,2,1,0,11.24,.,.,.,.,.,.,13,7,3,0,0,76267.33402,0,0,28,56
313,2,2,0,9.66,.,.,.,.,.,.,13,7,3,0,0,15685.62552,0,0,28,56
313,2,3,0,8.17,.,.,.,.,.,.,13,7,3,0,0,3516.072927,0,0,28,56
313,2,6,0,3.79,.,.,.,.,.,.,13,7,3,0,0,44.34500165,0,0,28,56
314,2,0,0,13.19,0.002,0.63,0,0,0,0,13,7,3,0,0,532852.5376,0,0,29,28
314,2,1,0,7.85,.,.,.,.,.,.,13,7,3,0,0,2570.356798,0,0,29,28
314,2,2,0,6.40,.,.,.,.,.,.,13,7,3,0,0,604.4989905,0,0,29,28
314,2,3,0,5.62,.,.,.,.,.,.,13,7,3,0,0,275.3381559,0,0,29,28
314,2,6,0,4.28,.,.,.,.,.,.,13,7,3,0,0,72.19710874,0,0,29,28
315,2,0,0,13.19,0.125,0.63,0,0,0,0,13,7,3,0,0,532852.5376,0,0,30,29
315,2,1,0,8.58,.,.,.,.,.,.,13,7,3,0,0,5339.033911,0,0,30,29
315,2,2,0,6.67,.,.,.,.,.,.,13,7,3,0,0,790.843423,0,0,30,29
315,2,3,0,4.93,.,.,.,.,.,.,13,7,3,0,0,137.8133178,0,0,30,29
315,2,6,0,0.44,.,.,.,.,.,.,13,7,3,0,0,1.555535719,0,0,30,29
316,2,0,0,13.19,0.002,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,31,57
316,2,1,0,7.73,.,.,.,.,.,.,13,7,3,0,0,2286.094084,0,0,31,57
316,2,2,0,6.23,.,.,.,.,.,.,13,7,3,0,0,508.466839,0,0,31,57
316,2,3,0,5.46,.,.,.,.,.,.,13,7,3,0,0,234.0652681,0,0,31,57
316,2,6,0,4.27,.,.,.,.,.,.,13,7,3,0,0,71.64332581,0,0,31,57
317,2,0,0,13.19,0.125,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,32,58
317,2,1,0,7.93,.,.,.,.,.,.,13,7,3,0,0,2791.683227,0,0,32,58
317,2,2,0,6.04,.,.,.,.,.,.,13,7,3,0,0,420.397209,0,0,32,58
317,2,3,0,4.51,.,.,.,.,.,.,13,7,3,0,0,90.68572883,0,0,32,58
317,2,6,0,0.67,.,.,.,.,.,.,13,7,3,0,0,1.946883716,0,0,32,58
318,2,0,0,13.19,0.002,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,33,59
318,2,1,0,7.78,.,.,.,.,.,.,13,7,3,0,0,2391.557246,0,0,33,59
318,2,2,0,6.19,.,.,.,.,.,.,13,7,3,0,0,487.8461062,0,0,33,59
318,2,3,0,5.38,.,.,.,.,.,.,13,7,3,0,0,215.9398723,0,0,33,59
318,2,6,0,4.14,.,.,.,.,.,.,13,7,3,0,0,62.5333491,0,0,33,59
319,2,0,0,13.19,0.125,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,34,60
319,2,1,0,7.94,.,.,.,.,.,.,13,7,3,0,0,2793.917467,0,0,34,60
319,2,2,0,6.04,.,.,.,.,.,.,13,7,3,0,0,420.69159,0,0,34,60
319,2,3,0,4.51,.,.,.,.,.,.,13,7,3,0,0,90.72201038,0,0,34,60
319,2,6,0,0.67,.,.,.,.,.,.,13,7,3,0,0,1.945404647,0,0,34,60
320,2,0,0,13.19,0,0.01,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,35,36
320,2,1,0,12.71,.,.,.,.,.,.,13,7,3,0,0,330380.401,0,0,35,36
320,2,2,0,12.89,.,.,.,.,.,.,13,7,3,0,0,395141.8131,0,0,35,36
320,2,3,0,13.18,.,.,.,.,.,.,13,7,3,0,0,528078.3807,0,0,35,36
320,2,6,0,14.11,.,.,.,.,.,.,13,7,3,0,0,1337081.752,0,0,35,36
321,2,0,0,13.19,0,0.01,32,0,0,0,13,7,3,0,0,532852.5376,0,0,36,37
321,2,1,0,10.83,.,.,.,.,.,.,13,7,3,0,0,50312.05553,0,0,36,37
321,2,2,0,9.40,.,.,.,.,.,.,13,7,3,0,0,12121.06346,0,0,36,37
321,2,3,0,7.98,.,.,.,.,.,.,13,7,3,0,0,2919.010593,0,0,36,37
321,2,6,0,3.70,.,.,.,.,.,.,13,7,3,0,0,40.63785413,0,0,36,37
322,2,0,0,13.19,0,0.63,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,37,39
322,2,1,0,7.74,.,.,.,.,.,.,13,7,3,0,0,2306.531131,0,0,37,39
322,2,2,0,6.39,.,.,.,.,.,.,13,7,3,0,0,594.0716886,0,0,37,39
322,2,3,0,5.93,.,.,.,.,.,.,13,7,3,0,0,376.9452683,0,0,37,39
322,2,6,0,6.05,.,.,.,.,.,.,13,7,3,0,0,425.7277255,0,0,37,39
323,2,0,0,13.19,0,0.63,32,0,0,0,13,7,3,0,0,532852.5376,0,0,38,40
323,2,1,0,7.72,.,.,.,.,.,.,13,7,3,0,0,2253.860945,0,0,38,40
323,2,2,0,5.85,.,.,.,.,.,.,13,7,3,0,0,347.3385664,0,0,38,40
323,2,3,0,4.30,.,.,.,.,.,.,13,7,3,0,0,73.68505521,0,0,38,40
323,2,6,0,1.23,.,.,.,.,.,.,13,7,3,0,0,3.437003444,0,0,38,40
324,2,0,0,13.19,0.002,0,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,39,45
324,2,1,0,12.54,.,.,.,.,.,.,13,7,3,0,0,280127.462,0,0,39,45
324,2,2,0,12.09,.,.,.,.,.,.,13,7,3,0,0,177726.299,0,0,39,45
324,2,3,0,11.71,.,.,.,.,.,.,13,7,3,0,0,122149.3799,0,0,39,45
324,2,6,0,10.69,.,.,.,.,.,.,13,7,3,0,0,44090.51681,0,0,39,45
325,2,0,0,13.19,0.002,0,32,0,0,0,13,7,3,0,0,532852.5376,0,0,40,46
325,2,1,0,11.05,.,.,.,.,.,.,13,7,3,0,0,62692.68167,0,0,40,46
325,2,2,0,8.98,.,.,.,.,.,.,13,7,3,0,0,7964.106199,0,0,40,46
325,2,3,0,6.98,.,.,.,.,.,.,13,7,3,0,0,1080.198392,0,0,40,46
325,2,6,0,3.09,.,.,.,.,.,.,13,7,3,0,0,21.90905452,0,0,40,46
326,2,0,0,13.19,0.125,0,0.5,0,0,0,13,7,3,0,0,532852.5376,0,0,41,48
326,2,1,0,11.18,.,.,.,.,.,.,13,7,3,0,0,71754.08028,0,0,41,48
326,2,2,0,9.44,.,.,.,.,.,.,13,7,3,0,0,12632.14456,0,0,41,48
326,2,3,0,7.79,.,.,.,.,.,.,13,7,3,0,0,2405.228047,0,0,41,48
326,2,6,0,3.07,.,.,.,.,.,.,13,7,3,0,0,21.44303749,0,0,41,48
327,2,0,0,13.19,0.125,0,32,0,0,0,13,7,3,0,0,532852.5376,0,0,42,49
327,2,1,0,11.16,.,.,.,.,.,.,13,7,3,0,0,70122.57071,0,0,42,49
327,2,2,0,9.39,.,.,.,.,.,.,13,7,3,0,0,12011.26214,0,0,42,49
327,2,3,0,7.71,.,.,.,.,.,.,13,7,3,0,0,2226.530893,0,0,42,49
327,2,6,0,2.93,.,.,.,.,.,.,13,7,3,0,0,18.78014134,0,0,42,49